key,old,new
title_general,よろず屋,General Shop
SHOP_TEXT_PRICE,価格,Price
SHOP_TEXT_X,×,
SHOP_TEXT_YES,はい,Yes
SHOP_TEXT_NO,いいえ,No
SHOP_TEXT_BUYED,<NAME ITEM>を購入しました,Purchased <NAME ITEM>.
SHOP_TEXT_BUY,購入,Buy
SHOP_TEXT_SELL,売却,Sell
SHOP_TEXT_CANCEL,キャンセル,Cancel
SHOP_TEXT_SELECTBUYNUM,購入する個数を入力してください,Please select the amount to buy.
SHOP_TEXT_SELECTSELLNUM,売却する個数を入力してください,Please select the amount to sell.
SHOP_TEXT_ATTENTIONBUY_1,"以下の内容で購入します。よろしいですか？

　アイテム：<VAL>
　合計個数：<VAL>個
　購入価格：<VAL>","Are you sure you want to buy the following?

　Item: <VAL>
　Amount: x<VAL>
　Buy Price: <VAL>"
SHOP_TEXT_ATTENTIONSELL,"以下の内容で売却します。よろしいですか？

　アイテム：<NAME ITEM>
　合計個数：<VAL>個
　売却価格：<VAL GOLD>","Are you sure you want to sell the following?

　Item: <NAME ITEM>
　Amount: x<VAL>
　Sell Price: <VAL GOLD>"
SHOP_TEXT_MANNEQUIN,マネキン,Mannequin
SHOP_TEXT_ATTENTIONBUY_ERR,"以下の内容で購入します。よろしいですか？
<COL AA1414>ジョブやレベル、装備状態が合わないため
このアイテムを装備することはできません</COL>

　アイテム：<VAL>
　合計個数：<VAL>個
　購入価格：<VAL>","Are you sure you want to buy the following?
<COL AA1414>Due to your job or level you will
not be able to equip this item.</COL>

　Item: <VAL>
　Amount: x<VAL>
　Buy Price: <VAL>"
SHOP_TEXT_BTN_GUIDE_SELL,アイテムを売る,Sell Item
SHOP_TEXT_ITEM,アイテム名,Item Name
SHOP_TEXT_BUG_SELL,アイテムバッグから売却,Sell from Item Bag
title_weapon,武具屋,
title_item,道具屋,
title_material,素材屋,
title_orb_enhance_material,オーブ交換：クレスト,
title_orb_craft_material,オーブ交換：レア素材,
heading_sell,売却,Sell
heading_buy,購入,Buy
dialog_buy_how_many,いくつ購入しますか？,
dialog_sell_how_many,いくつ売却しますか？,
SHOP_TEXT_BUY_TITLE,Buy,
SHOP_TEXT_BUY_JP,買う,Buy
SHOP_TEXT_EQUIPCHANGE,試着切り替え,Switch Preview
SHOP_TEXT_PREVIEW,試着,Preview
SHOP_TEXT_BTN_GUIDE_BUY,アイテムを買う,Buy an item
SHOP_TEXT_DIALOG_TRYON,キャラクターを選択してください,Please select the character.
SHOP_TEXT_ATTENTIONBUY_BO,"以下の内容で購入します。よろしいですか？

　アイテム：<NAME ITEM>
　合計個数：<VAL>個
　購入価格：<VAL BO>",
SHOP_TEXT_CHOOSE_TRY_ON,試着する対象を選択してください,
SHOP_TEXT_STOCK,在庫数,Stock
SHOP_TEXT_PURCHASED,購入済み,
SHOP_TEXT_ATTENTIONPPBUY_1,"以下を購入します。よろしいですか？

　アイテム：<NAME ITEM>
　合計個数：<VAL>個
　購入価格：<VAL PP>",
SHOP_TEXT_ATTENTIONPPBUY_2,"以下を購入します。よろしいですか？

　アイテム：<NAME ITEM>
　購入価格：<VAL PP>",
SHOP_TEXT_ERR_01,対象のジョブでは、まだ購入する権利がありません,
SHOP_TEXT_ERR_02,すでに購入済みです,
SHOP_TEXT_ERR_03,プレイポイントが足りません,
SHOP_TEXT_ACHIEVE_NG,条件未達成,Unmet Reqs
