key,old,new
photo_guide_print,撮影,Take Photo
photo_guide_ploff,プレイヤーを非表示,Hide Player
photo_guide_cam_move,カメラ移動,Move
photo_guide_cam_roll,カメラ回転,Rotate
photo_guide_zoomin,ズームイン,Zoom In
photo_guide_zoomout,ズームアウト,Zoom Out
photo_guide_comm_sc,コミュニケーションショートカット,Communication Shortcuts
photo_guide_album_num,アルバム保存枚数,
photo_guide_copy_right,"©CAPCOM CO., LTD. 2015 ALL RIGHTS RESERVED.",
photo_guide_title,Dragon's Dogma Online_,
photo_frame_title_jp,Photo Frame,
photo_frame_title_en,フレーム選択,Select Frame
photo_savedata_picture_album,Dragon's Dogma Online,
photo_savedata_picture_name,Dragon's Dogma Online Screen Shot,
photo_savedata_picture_info,Dragon's Dogma Online で撮影したスクリーンショットです,Screenshot taken by Dragon's Dogma Online
photo_guide_lookcamera,注目,
