key,old,new
EDIT_MSG_DIALOG_REPLY_YES,はい,Yes
EDIT_MSG_DIALOG_REPLY_NO,いいえ,No
EDIT_MSG_DIALOG_REPLY_OK,OK,OK
EDIT_MSG_DIALOG_REPLY_DECISION,はい,OK
EDIT_MSG_DIALOG_REPLY_CONTINUE,いいえ,Cancel
EDIT_MSG_DIALOG_REPLY_BACKSPACE,キャンセル,Cancel
EDIT_MSG_DIALOG_REPLY_BACK,いいえ,Back
EDIT_MSG_DIALOG_REPLY_ONLINESHOP,オンラインショップで購入する,Buy from Online Shop
EDIT_MSG_DIALOG_REPLY_EDIT_SAVE,エディットをセーブする,
EDIT_MSG_DIALOG_CHOICE_SAVE,セーブ,Save
EDIT_MSG_DIALOG_CHOICE_LOAD,ロード,Load
EDIT_MSG_DIALOG_EDIT_CANCEL,"エディットを終了して
前の画面に戻りますか？",
EDIT_MSG_DIALOG_EDIT_FIX,"エディットを決定します
これでよろしいですか？",Are you sure you want these edits?
EDIT_MSG_DIALOG_SALON_CANCEL,"美容院をキャンセルします
よろしいですか？",
EDIT_MSG_DIALOG_SALON_FIX,"<VAL>を使用して
エディットを変更します
よろしいですか？",
EDIT_MSG_DIALOG_SALON_NOTGP,<VAL>が足りません,
EDIT_MSG_DIALOG_SAVE_LOAD,"エディットのセーブ/ロード

性別や顔、体型などのモデルに関する
エディット情報をセーブ
またはロードすることができます",
EDIT_MSG_DIALOG_SAVE_WORD,現在のエディット情報をセーブします,
EDIT_MSG_DIALOG_SAVE_DATE,エディットデータ：,
EDIT_MSG_DIALOG_LOAD_OVERWRITE,"ロードしたエディット情報を
今のモデルに
適用してもよろしいですか？",
EDIT_MSG_DIALOG_ERROR_LOAD_NG_DATA,"ロードしたエディットデータは
破損しているため使用できません",
EDIT_MSG_DIALOG_LOAD_OVERWRITE_AT,"ロードしたエディットデータは
設定できない項目が含まれているため
使用できません",
EDIT_MSG_DIALOG_ERROR_LOAD_NG_SEX,"ロードしたエディットデータは
設定している性別と異なるため
使用できません",
EDIT_MSG_DIALOG_ERROR_NAME_EMPTY,"名前が決定していません
名前を使用可能の状態にしてください",
EDIT_MSG_DIALOG_ERROR_NAME_USED1,"<NAME>は
すでに使用されている名前です
違う名前に変更してください",
EDIT_MSG_DIALOG_ERROR_SPPARTS_NG,"選択した声は未購入のポーンボイスです
ポーンボイスはオンラインショップで購入できます",
EDIT_MSG_DIALOG_PC_SAVEDATA_SAVEWORD,セーブするスロットを選択してください,Please select the slot to save
EDIT_MSG_DIALOG_PC_SAVEDATA_LOADWORD,ロードするスロットを選択してください,Please select the slot to load
EDIT_MSG_DIALOG_PC_SAVEDATA_DATE,作成日時,Creation Time
EDIT_MSG_DIALOG_PC_SAVEDATA_AUTHOR,作成者,Author
EDIT_MSG_DIALOG_PC_SAVEDATA_SEX,性別,Gender
EDIT_MSG_DIALOG_PC_SAVEDATA_COMMENT,コメント,Comment
EDIT_MSG_DIALOG_PC_SAVE_OVERWRITE,"既存のセーブデータに
上書きしてもよろしいですか？",
EDIT_MSG_DIALOG_PC_SAVING,"保存しています
PC本体の電源を
切らないでください",
EDIT_MSG_DIALOG_PC_SAVE_FINISH,セーブが終了しました,
EDIT_MSG_DIALOG_PC_ERROR_HDD_NOSPACE,"記憶デバイスの
空き容量が不足しています
空き容量を確保してください",
EDIT_MSG_DIALOG_PC_ERROR_SAVE_FAILED,"セーブデータの保存に
失敗しました",
EDIT_MSG_DIALOG_PC_LOADING,"ロードしています
PC本体の電源を
切らないでください",
EDIT_MSG_DIALOG_PC_LOAD_FINISH,ロードが終了しました,Loading Complete
EDIT_MSG_DIALOG_PC_ERROR_LOAD_CRASH_DATA,"セーブデータが破損しているため
ロードできません",
EDIT_MSG_DIALOG_PC_ERROR_LOAD_FAILED,"セーブデータのロードに
失敗しました",
EDIT_MSG_DIALOG_PC_DELETE_DATA,セーブデータを削除してもよろしいですか？,
EDIT_MSG_DIALOG_PC_DELETING,"削除しています
PC本体の電源を
切らないでください",
EDIT_MSG_DIALOG_PC_DELETE_FINISH,削除しました,
EDIT_MSG_DIALOG_PC_ERROR_DELETE_FAILED,"セーブデータの削除に
失敗しました",
EDIT_MSG_DIALOG_TUTORIAL_SEX,"《便利な機能を紹介》

【<COL FFFFFF><KC UI_START></COL>】
エディット情報のセーブ/ロードがおこなえます

【<COL FFFFFF><KC UI_LB></COL> / <COL FFFFFF><KC UI_RB></COL>】
一つ前の設定に戻したり、やり直したりできます
（性別を変更すると履歴はリセットされます）

その他の機能は、画面下のガイドをご覧ください",
EDIT_MSG_DIALOG_TUTORIAL_PRESET,"《デザイナープリセットとは》

予め用意されたサンプルモデルです
エディットが苦手な方にオススメです

より高度なエディットをしたい方は
顔の輪郭や目、眉などで詳細な設定ができます",
EDIT_MSG_DIALOG_TUTORIAL_RANDOM,"《ワンポイントアドバイス》

ランダムを選ぶと、髪の毛や目、眉などの
各種パーツをランダム設定します

元に戻る/やり直すの履歴機能を使ったり
こまめにセーブ/ロードをおこなって
理想のキャラクターモデルに近づけていきましょう",
EDIT_MSG_DIALOG_PC_CANCEL_LOADDATA,ロードをキャンセルしますか？,Are you sure you want to cancel the load?
EDIT_MSG_DIALOG_PC_CANCEL_SAVEDATA,セーブをキャンセルしますか？,Are you sure you want to cancel the save?
EDIT_MSG_DIALOG_SAVE_NODATA,NO DATA,NO DATA
EDIT_MSG_DIALOG_SAVE_SEX_F,女性,Female
EDIT_MSG_DIALOG_SAVE_SEX_M,男性,Male
EDIT_MSG_DIALOG_FIRST_PUSH_DEFAULT,"【<COL FFFFFF><KC UI_X></COL>】はデフォルトに戻す機能です

（次回の操作から、この確認は表示されません）",
EDIT_MSG_DIALOG_EDIT_RETURN_TITLE,"タイトル画面に戻ります
よろしいですか？

(エディット情報のセーブは済ませましたか？)",
