key,old,new
item_restore_title,Item Restoration,Item Restoration
item_restore_title_sub,アイテム復元,
item_restore_header01,アイテム,Item
item_restore_header02,復元費用,
item_restore_dialog_01,"捨てた、または売却してしまった
<COL ffdc78>特定のアイテム</COL>を復元できます

復元前のアイテムパラメータは
正常な値が反映されていないことがあります
復元することでパラメータも正常な値に復元されます",
item_restore_dialog_01_01,復元可能な特定アイテムを確認する,
item_restore_dialog_01_02,---,
item_restore_dialog_02,"以下の内容で復元します。よろしいですか？

　アイテム：<NAME ITEM>
　復元費用：<VAL GOLD>",
item_restore_dialog_02_01,アイテムバッグに復元する,
item_restore_dialog_02_02,保管ボックスに復元する,
item_restore_dialog_02_03,格納チェストに復元する,
item_restore_dialog_02_err01,費用が足りません,
item_restore_dialog_02_err02,アイテム枠がいっぱいです,
item_restore_announce_01,アイテムを復元しました,
item_restore_item0,復元可能なアイテムがありません,
