key,old,new
sendmail_title_sendmail_en,Send Mail,
sendmail_title_sendmail_jp,メール送信,Send Mail
sendmail_button_send,送信,Send
sendmail_title_address_en,Addressee,
sendmail_title_address_jp,宛先,Addressee
sendmail_footer_destination,送信先,Total:
sendmail_footer_number,件,
sendmail_button_del_address,宛先削除,Delete Addressee
receivedmail_title_receivedmail_en,Received Mail,
receivedmail_title_receivedmail_jp,受信メール,Received Mail
receivedmail_button_get_all,すべて入手,Receive All
receivedmail_button_reply,返信,Reply
mail_msg_time_minute,<VAL>分前,<VAL> minutes
mail_msg_time_hour,<VAL>時間前,<VAL> hours
mail_msg_time_day,<VAL>日前,<VAL> days
mail_title_mail_en,Mail,
mail_title_mail_jp,メール,Mail
mail_tab_unfiled,未読／未取得,Unread / Unclaimed
mail_tab_receivedmail,知り合い,Friend Mail
mail_tab_notificationmail,運営,Notifications
mail_button_mailcreation,メール作成,Send Mail
mail_button_getallitem,全アイテム受け取り,Receive All Items
mail_header_reception,件数：,Number: 
mail_header_update,更新,Update
mail_msg_0_mail,メールはありません,There is no mail.
mail_btnguide_delete_all_read_mail,既読メールをまとめて削除,Delete All Read Mail
