key,old,new
EDIT_MSG_TITLE_JOB_SELECT,Job Select,Vocation Select
EDIT_MSG_JOB_FIGHTER,ファイター,Fighter
EDIT_MSG_JOB_HUNTER,ハンター,Hunter
EDIT_MSG_JOB_PRIEST,プリースト,Priest
EDIT_MSG_JOB_SEALEDSAGE,シールドセージ,Shield Sage
EDIT_MSG_GUIDE_JOB_SELECT,ジョブの設定をします,
EDIT_MSG_DIALOG_JOB_SELECT,"このジョブでよろしいですか？
(ジョブはゲーム内の施設からいつでも転職できます)","Are you sure you want this vocation?
(You can change vocations at anytime
from the facility in the game)"
EDIT_MSG_DIALOG_JOB_REPLY_YES,はい,Yes
EDIT_MSG_DIALOG_JOB_REPLY_NO,いいえ,No
EDIT_MSG_DIALOG_JOB_REPLY_OK,OK,
EDIT_MSG_DIALOG_CARD_PL,"覚者プロフィールの公開範囲を設定してください
(ゲーム設定の通知・公開設定でいつでも変更できます)",
EDIT_MSG_DIALOG_CARD_PAWN,"ポーンの貸し出し制限を設定してください
(リムストーンのメニューからいつでも変更できます)","Please set the pawn's rental limitations.
(This can be changed anytime from a Riftstone)"
EDIT_MSG_DIALOG_CARD_PAWNSEARCH,ポーン検索の公開範囲を設定してください,
EDIT_MSG_DIALOG_CARD_PULL_ALL,誰でも,Anyone
EDIT_MSG_DIALOG_CARD_PULL_FRIEND_CLAN,クランとフレンド,Friends and Clan
EDIT_MSG_DIALOG_CARD_PULL_FRIEND,フレンド,Friends
EDIT_MSG_DIALOG_CARD_PULL_CLAN,クラン,Clan
EDIT_MSG_DIALOG_CARD_PULL_NOT,非公開,Nobody
EDIT_MSG_DIALOG_ERROR_NAME_USED2,"<NAME>は
すでに使用されている名前です
違う名前に変更してください",
