key,old,new
EFC_SEALED_TITLE,Sealing Effect,
EFC_SEALED_SUB_TITLE,黒呪装具の効果封印,Bitterblack Maze Effect Seal
EFC_SEALED_INFO_TITLE_COST,Cost,Cost
EFC_SEALED_INFO_NOW_COST,現在の必要費用,Current Required Cost
EFC_SEALED_INFO_NEXT_COST,NEXT費用,Next Cost
EFC_SEALED_INFO_SEALED_NUM,封印数,Sealed Count
EFC_SEALED_INFO_RESET_COST,封印の全解除費用,Reset All Seals Cost
EFC_SEALED_INFO_INFOMATION,"選択して封印した効果は、
黒呪の迷宮の装備品に付与されなくなります
封印している個数によって費用が変わります",
EFC_SEALED_INFO_TITLE_DETAIL,Details,Details
EFC_SEALED_RESET_BTN,封印の全解除,Reset All Seals
EFC_SEALED_DECIDE_BTN,決定,Decide
EFC_SEALED_ERROR_NOT_ENOUGH_COST,費用が足りません,
EFC_SEALED_ERROR_OVER_SEALED_NUM,これ以上封印できません,
EFC_SEALED_ERROR_RESET_NO_SEALED,何も封印されていない為、解除することができません,
EFC_SEALED_ERROR_DECIDE_NO_SELECT,何も選択していない為、封印することができません,
EFC_SEALED_MSG_RESET,"<COL FFDC78><UNTN RDM> <VAL RDM></COL>を使用して封印を解除しますか？
これまでに使用した<COL FFDC78><UNTN RDM> <VAL RDM></COL>が手元に戻ります",
EFC_SEALED_MSG_SEALED,<COL FFDC78><UNTN RDM> <VAL RDM></COL>を使用して封印を設定しますか？,
EFC_SEALED_MSG_SEALED_SUCCESS,効果の封印に成功しました,
EFC_SEALED_MSG_RESET_SUCCESS,封印の全解除に成功しました,
EFC_SEALED_MSG_END_CONFIRM,黒呪装具の効果封印を終了しますか？,
EFC_SEALED_MSG_TITLE_INFO,Information,Information
