4,CUSTOM_SKILL_INFO_02_29,"空中からシーカーロープを放って地面にひっかけ、
地上へ急降下攻撃を繰り出す。空中でも発動可能
高所から行うことで威力が上昇し気絶させやすくなる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で周囲の敵をのけぞらせることが可能</COL>","Hook the ground with your seeker rope, performing
a dive attack towards the ground. A high altitude
will increase the power. Can be activated in the air.
<COL ffdc78>LV UP: Increases damage.
LV.6: Inflicts stagger on surrounding enemies.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,4
5,CUSTOM_SKILL_INFO_02_23,"前方に飛び蹴りを繰り出し、敵を踏み台にして
上空へ跳び上がる
空中でも発動可能
<COL ffdc78>LV UP毎にジャンプ力上昇
LV.６で敵のガード状態を崩すことが可能</COL>","Leaps forward in a flying kick, then uses the
target as a foothold to jump still higher.
Can be activated in the air.
<COL ffdc78>LV UP: Increases force of the jump.
LV.6: Breaks enemy guard.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,5
6,CUSTOM_SKILL_INFO_02_25,"自身を通常の構え姿勢に戻し、様々な動作の
スキを消すことができる（連続では行えない）
空中でも発動可能
<COL ffdc78>LV UP毎に再発禁止時間が短縮
LV.６で拘束中を除きいつでも発動可能</COL>","Returns the user to a neutral stance, eliminating
openings caused by other actions. Cannot be performed
continously. Can be activated in the air.
<COL ffdc78>LV UP: Reduces the restriction time between uses.
LV.6: Can be used anytime, except when restrained.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,6
7,CUSTOM_SKILL_INFO_02_26,"地面に火薬を設置し、
遠方から導火線に着火して爆発させる
<COL ffdc78>LV UP毎に攻撃威力の上昇／仕込み時間短縮
LV.６で攻撃ヒット数増加／爆風に風圧追加</COL>","Places an explosive on the ground to
be detonated from afar.
<COL ffdc78>LV UP: Increases damage. Decreases charge time.
LV.6: Increases number of hits.
Adds wind pressure to the blast.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,7
8,CUSTOM_SKILL_INFO_02_30,"ダガーを高速回転させ、敵を巻き込み斬りつける
<PADM>左スティック<KEYM>移動キー</KEYM>で任意方向に移動できる
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で移動距離が延長／攻撃ヒット数増加</COL>","Rotate your daggers at high speed, slashing nearby
enemies. Use the <PADM>left stick<KEYM>move key</KEYM> to move while rotating.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases movement distance.
Increases number of hits.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,8
9,CUSTOM_SKILL_INFO_02_31,"シーカーロープを放って敵を捕らえ、反動を利用して
気絶を誘うスライディング攻撃を繰り出す
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で移動距離が延長</COL>","Grapple the enemy with your seeker rope, staggering
them and sliding through with a sharp attack.
<COL ffdc78>LV UP: Increases damage.
LV.6: Increases movement distance.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,9
10,CUSTOM_SKILL_INFO_02_27,"自身の体に炎をまとい触れた敵にダメージを与える
さらに武器の攻撃属性を炎にする
ただし、発動中は自身の体力が徐々に減少する
<COL ffdc78>LV UP毎に炎属性威力の上昇／体力減少速度軽減
LV.６で最大持続時間が延長</COL>","Sets your body ablaze, inflicting damage to enemies
you touch and adds Fire attribute to your attacks.
However, your health will gradually drain during use.
<COL ffdc78>LV UP: Increases damage. Decreases health drain.
LV.6: Increases duration of the effect.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,10
11,CUSTOM_SKILL_INFO_02_28,"敵の攻撃を受け流し、瞬時に背後に回り込んで
致命の一撃を与える
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃ヒット数増加／受付時間延長／
攻撃アクション中であればいつでも発動可能</COL>","If used to correctly parry an enemy's attack,
instantly climb behind them, and deliver a lethal blow in response.
<COL ffdc78>LV UP: Increases number of hits in the counter.
LV.6: Extends counter window duration and can be activated anytime
during attacks.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,11
12,CUSTOM_SKILL_INFO_02_129,"自身の周囲に火薬を撒き、
ダガーで弾いて爆発を起こす
空中でも発動可能
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃ヒット数増加</COL>","Sprinkle gunpowder all around and strike the daggers together,
causing an explosion.
Can be activated even while in the air.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Increases the number of hits.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,12
13,CUSTOM_SKILL_INFO_02_130,"シーカーロープを放って敵を捕らえ、反動を利用して
激しく斬りこみながら距離を詰める
ボタン追加入力で追撃を繰り出す。空中でも発動可能
<COL ffdc78>LV UP毎に攻撃威力の上昇
LV.６で攻撃ヒット数増加</COL>","Throw the Seeker Rope to snag an enemy, using
the recoil to propel yourself towards them, and deliver deadly
slashes all along the way.
Additional button presses will chain the chase.
Can be activated even while in the air.
<COL ffdc78>LV UP: Increases damage of the skill.
LV.6: Increases the number of hits.</COL>",ui\00_message\skill\custom_skill_info_02.gmd,\skill\custom_skill_data_02.arc,custom_skill_data_02.arc,13
