key,old,new
shop_title_rim_stone_sub,リムストーン,Riftstone
shop_title_clan,Clan,Clan
shop_title_clan_sub,クラン,Clan
shop_title_cycle_contents,Grand Mission,Grand Mission
shop_title_cycle_contents_sub,グランドミッション,Grand Mission
shop_title_warehouse,Warehouse,Warehouse
shop_title_warehouse_sub,保管ボックス,Storage Box
shop_title_craft,Craft,Craft
shop_title_craft_sub,クラフト,Craft
shop_title_area_master,Area Master,Area Master
shop_title_area_master_sub,エリアマスター,Area Master
shop_title_inn,Inn,Inn
shop_title_inn_sub,宿屋,Inn
shop_title_bazaar,Bazaar,Bazaar
shop_title_bazaar_sub,バザー,Bazaar
shop_title_party_support,Party Support,Party Support
shop_title_party_support_sub,冒険仲介,冒険仲介
shop_title_shop,Shop,Shop
shop_title_shop_sub,ショップ,Shop
shop_title_orb_shop,Orb Shop,Orb Shop
shop_title_orb_shop_sub,ショップ,Orb Shop
shop_title_arts_support,Arts Support,Arts Support
shop_title_arts_support_sub,戦技補佐,Arts Support
shop_title_job_master,Job Master,Job Master
shop_title_job_master_sub,ジョブマスター,Job Master
shop_title_beauty_parlor,Beauty Salon,Beauty Salon
shop_title_beauty_parlor_sub,美容院,Beauty Salon
shop_title_revival_recover,Revival Recover,Recover Revival Power
shop_title_revival_recover_sub,復活力の回復,Recover Revival Power
shop_title_delivery,Delivery,Delivery
shop_title_delivery_sub,納品,Delivery
shop_title_rim_stone,Rim Stone,Riftstone
shop_title_gacha,Treasures Lot,Treasure Lot
shop_title_gacha_sub,トレジャーズロット,Treasure Lot
shop_title_quest_board,Quest Board,Quest Board
shop_title_quest_board_sub,クエストボード,Quest Board
shop_title_end_contents,Extreme Missions,Extreme Missions
shop_title_end_contents_sub,エクストリームミッション,Extreme Missions
shop_title_appraise_sub,鑑定交換,Appraisal Exchange
shop_title_appraise,Appraise,Appraise
shop_title_depositbox_sub,格納チェスト,Storage Chest
shop_title_depositbox,Storage Chest,Storage Chest
shop_title_boxgacha,Box Treasure Lot,Box Treasure Lot
shop_title_boxgacha_sub,ボックストレジャーズロット,Box Treasure Lot
shop_title_pp_shop,Play Point Shop,Play Point Shop
shop_title_pp_shop_sub,プレイポイントショップ,Play Point Shop
shop_title_clan_base,クラン拠点管理,Clan Hall Management
shop_title_clan_quest,Clan Quest,Clan Quest
shop_title_clan_quest_sub,クランクエスト,Clan Quest
shop_title_clan_dungeon,クランダンジョン,Clan Dungeon
shop_title_partyboard,パーティー募集掲示板,Party Recruitment Board
shop_title_war_mission,ウォーミッション,War Mission
shop_title_equip_enhance,武具のカスタムメイド,Custom-Made Arms
shop_title_equip_recycle,武具の資源分解,Arms Resource Disassembly
shop_title_job_emblem,ジョブエンブレム,Vocation Emblem
shop_title_hard_Quest,スペシャルクエストボード,Special Quest Board
shop_title_infdelivery_event,大口納品イベント,Large Delivery Event
shop_title_bbi_efcsealed,黒呪装具の効果封印,Bitterblack Equipment Effect Seal
shop_title_bbi_dispel,レアアイテムの鑑定,Rare Item Appraisal
shop_title_bbi_embody,黒呪アイテムの持ち帰り,Bitterblack Item Takeaway
shop_title_daily_mission,リワードミッション,Reward Mission
shop_title_ds_fusion,ドラゴンアビリティの合成,Dragon Ability Synthesis
shop_title_mob_hunt,ワイルドハント,Wild Hunt
