key,old,new
pawn_fb_01_comment,<VAL>さんにレンタルされた,<VAL> rented the pawn.
pawn_fb_02_comment,<VAL>さんと一緒に冒険した,<VAL> went on an adventure with the pawn.
pawn_fb_03_comment,<VAL>さんのポーンと協力してクラフトをがんばった,<VAL> crafted with the pawn.
pawn_fb_01_001,コーディネートが素敵だ！,Lovely coordination!
pawn_fb_01_002,アバンギャルドだ！,Avant-garde!
pawn_fb_01_003,クールだ！,Cool!
pawn_fb_01_004,配色がいいね！,Nice color scheme!
pawn_fb_01_005,憧れる装備だ！,Yearns for the equipment!
pawn_fb_01_006,自分のポーンよりいいね！,Better than one's pawn!
pawn_fb_01_007,可愛いね！,Cute!
pawn_fb_01_008,カッコイイね！,Cool huh!
pawn_fb_01_009,自分のポーンと同じくらいの見栄えだ,About the same appearance as one's pawn
pawn_fb_01_010,なかなか素敵な着合わせだ,Quite nice set of clothes
pawn_fb_01_011,良いコーディネートじゃないか,Good coordination isn't it?
pawn_fb_01_012,外見はいまいちかな・・・,Appearance is somewhat lacking I wonder...
pawn_fb_01_013,オシャレにも気を使おうぜ,"To be fashionable, use care!"
pawn_fb_01_014,ダサいぜ・・・,So passé...
pawn_fb_01_015,そのセンスは理解不能だ,That sense is impossible to understand
pawn_fb_01_016,すごい色だ・・,Terrible color..
pawn_fb_02_001,君が居なかったらダメだった,"Without you, it would be hopeless"
pawn_fb_02_002,強すぎる！,Too strong!
pawn_fb_02_003,その強さになるにはどのくらいかかるんだ,How long does it take to become that strong?
pawn_fb_02_004,良い働きだった！,It was good work!
pawn_fb_02_005,何度も助けられた,Was helped many times
pawn_fb_02_006,いいアシストだったよ,It was a good assist!
pawn_fb_02_007,期待通りだった,Met my expectations
pawn_fb_02_008,守ってくれてありがとう,Thank you for giving me protection
pawn_fb_02_009,助けになった,Helped me out
pawn_fb_02_010,まぁまぁの働きぶりだった,It was a so-so kind of work
pawn_fb_02_011,次はもう少しいい働きを期待している,The next in line are expecting a bit better work
pawn_fb_02_012,まだまだ強くなってほしい,"Not enough, I want you to become stronger"
pawn_fb_02_013,精進あるのみだ,Nothing but devotion
pawn_fb_02_014,弱かったぞ・・・,Was so weak...
pawn_fb_02_015,助けることが多かった・・・,Something to rescue many times...
pawn_fb_02_016,役に立たなかった・・・,Was useless...
pawn_fb_03_001,いいものができた！,Something good came out!
pawn_fb_03_002,おかげでいいアイテムが作れたよ！,"Thanks to you, a nice item was made!"
pawn_fb_03_003,着実にやってくれた！,It turned out solid!
pawn_fb_03_004,いいクラフト能力だ！,Good crafting ability!
pawn_fb_03_005,ナイスな働きだった！,Nice work was done!
pawn_fb_03_006,いいアシストだった！,It was a good assist!
pawn_fb_03_007,十分に働いてくれた,Sufficiently worked for me
pawn_fb_03_008,期待通りだった,Met my expectations
pawn_fb_03_009,悪くない能力だ,Not bad ability
pawn_fb_03_010,次もよろしく頼む,Give my regards to the next in line also
pawn_fb_03_011,クラフトの性能はまだまだだな・・・,Crafting performance still needs work...
pawn_fb_03_012,次はもう少しいい働きを期待している,The next in line are expecting a bit better work
pawn_fb_03_013,精進あるのみだ,Nothing but devotion
pawn_fb_03_014,能力がまだまだ低い・・・,The ability has a long way to go from being low...
pawn_fb_03_015,経験がたりないな,Not enough experience
pawn_fb_03_016,がんばってね,"Do your best, OK?"
