"key","old","new"
"SPOT_INFO_","白竜により、かつて大地から切り離された都
レスタニアとは隔てられた異界に漂い、時の流れも
異なっている。現在は地上で見られなくなった
錬金技術が随所にほどこされ、秘術で生み出された
錬魔は今も亡都を守護している","The city once cut off from the earth by The White Dragon.
Now drifts in a different realm, no longer seen in Lestania.
Time flows differently here.
Alchemized technology, which has disappeared from the surface, is still present throughout, and the city is protected by guardian spirits created through secret spells."
"SPOT_INFO_","300年の昔に地上から失われた都
旧王都として錬金術師により統治され、栄華を
極めた。だが、白竜によりレスタニアから
切り離されて後、異界を漂い続けている
今なお僅かな民が生存している","300 years ago, the ancient capital that disappeared from the earth's surface was ruled by alchemists and flourished. 
However, after being separated from Lestania by the White Dragon, it continues to drift in the otherworld. 
Even now, only a few people survive."
"SPOT_INFO_","錬金術師テオドールの工房
錬金術に関する様々な書物や研究資材が並ぶ
ディアマンテスに抵抗する者、そして
《アルケミスト》を志す者にとっては重要な
場所である","The workshop of alchemist Theodor.
Various books and research materials related to alchemy are lined up.
It is an important place for those who resist Diamantes and aspire to be Alchemists."
"SPOT_INFO_","ディアマンテスが封じられた元・王の間
レスタニアからメルゴダが切り離されて後も
その影響力は大きく、力までも完全に
封じることはできなかった","The former king's space where Diamantes was sealed.
Even after Mergoda was separated from Lestania, its influence remained significant and its power could not be completely sealed."
"SPOT_INFO_","未完成状態の素材錬魔が暴走し、研究室に踏み
入った者に攻撃を加えるようになった
完成前とはいえ、監視索敵用に特別開発されるはず
だった魔物のようだ
小型の未完成品と侮ってはいけない","An incomplete material-altering creature has gone berserk and started attacking anyone who enters the laboratory. It was supposed to be specially developed for surveillance and reconnaissance, even though it is not yet complete. Do not underestimate this small unfinished product."
"SPOT_INFO_","護政区の研究者であった錬金術師の家
すでに主は不在だが、研究成果や遺物は
遺されているかもしれない
それが、どういった内容であるかは不明","The home of an alchemist who was a researcher in the Security District.
 The master is already absent, but there may be alchemized research results and artifacts left behind. 
It is unclear what the contents are."
"SPOT_INFO_","メルガン技師の研究室
技師の中にも、竜を排すという異端思想に傾倒
した者が少なからずいた。そういった思想の信徒が
使っていた研究室は封鎖、監視対象となっている
ここも、何らかの研究のため使われていたようだ","Laboratory of Engineer Mergan.
Here, there were some who were inclined towards the heretical idea of rejecting dragons. 
The research facility used by those who believed in such ideas has been shut down and placed under surveillance. 
It seems that this place was also used for some kind of research."
"SPOT_INFO_","宮殿前広場に、ディアマンテス派メルガン技師が
魔道兵器ギガン・マキナを改造し配置している
この兵器はあまりに危険なため、広場を通る
際は周到な戦闘準備が必要となる","In front of the palace plaza, Diamantes faction Melgan engineers have modified the magic weapon Gigant Machina. 
As this weapon is extremely dangerous, thorough combat preparations are necessary when passing through the plaza."
"SPOT_INFO_","亡都メルゴダ　王宮層にある廃墟
元の住民のものと思しき大量の書籍もそのままに
打ち捨てられている。すっかり荒れ果ててはいるが
異端思想に傾倒する者たちが未だに集会所として
いるとの噂がある","Mergoda Ruins, located in the royal palace layer, is a deserted place where the remnants of the original residents, including a large number of books, remain untouched. Although it is completely in ruins, there are rumors that people who lean towards heretical ideologies still use it as a gathering place."
"SPOT_INFO_","王宮内研究室、メルガン・アルケミデアで
あのズールと思しき魔物が目撃された
どうやら、錬金術師が複製体の創造
に成功したらしい。複製体が意思を持つ前に
どうにか食い止めなければならない","In the royal research laboratory, Mergan Alchemdia, the enemy that appears to be Zuhl has been sighted.
It seems that the alchemists have succeeded in creating a duplicate.
We must somehow stop it before the duplicate gains consciousness."
"SPOT_INFO_","亡都メルゴダの元は市街地であった区画
整理され美しかったであろう街並みの
様子は、遺跡群からも見てとれる
今なおメルゴダの民が暮らす地でもある","The Mergoda Ruins was originally a district in the city, which must have been organized and beautiful. This can also be seen from the remnants where the people of Mergoda still live."
"SPOT_INFO_","亡都メルゴダの王ゴルゴラン、そして政権を握る
ディアマンテスら特別な錬金術師たちが集った
壮麗なる王宮
広い研究所や宮殿は現在も巨人兵が護りつづけ
ており、支配者の影響力を強く残している","The magnificent palace where Golgorran, the king of the exiled city of Mergoda, and the special alchemists led by Diamantes who hold political power, gathered. 
The large laboratories and palaces are still guarded by Giant soldiers, preserving the strong influence of the rulers."
"SPOT_INFO_","<COL ffdc78>【昌石】の扉あり</COL>
女性錬金術師ペトラネアが、自宅の地下に密かに
併設した実験場。秘術によって錬魔や不死者に
特殊なエレメントを付与する研究や、人間を
魔物に変える残酷な実験がここで繰り返し行われた","<COL ffdc78>【Gemstone】 Door</COL>

Petranea, a female alchemist, secretly established an experimental facility in the basement of her home.
Research of bestowing special elements to alchemized demons and immortals through secret arts, as well as cruel experiments that transform humans into monsters, were repeatedly conducted here."
