0,,"俺は一緒には行けねぇぜ
適材適所ってやつだ
俺は索敵、あんたは戦闘
――それじゃ頼んだぜ",,ui\00_message\quest\q22018043.gmd,\quest\q22018043.arc,q22018043.arc,7,Jan
0,,"な？　俺の言ったとおり魔物が迫ってきてただろ？
そいつを全部やっつけてきちまうんだから
あんたもたいしたもんだ",,ui\00_message\quest\q22018043.gmd,\quest\q22018043.arc,q22018043.arc,8,Jan
0,,"それにしても、街の外からだけじゃなく
《<STG 462>》や《<STG 463>》からも
魔物が迫りつつあったとはな",,ui\00_message\quest\q22018043.gmd,\quest\q22018043.arc,q22018043.arc,9,Jan
0,,"さすがの俺も想定外で察知が遅れちまった
現状に満足せず、まだまだ精進しないとな
覚者さんよ、お互いにせいぜい頑張ろうぜ",,ui\00_message\quest\q22018043.gmd,\quest\q22018043.arc,q22018043.arc,10,Jan
0,,"パーティーメンバーが死亡状態になりました
依頼者からの報酬が下がります",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,0,The White Dragon
0,,"ねえねえ、あなたがウワサの覚者さま？
――やっぱり！
雰囲気からして絶対そうだと思ったわ",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,1,Muge
0,,"覚者さまって、とっても強いって
聞いたんだけどホント？
疑うわけじゃないんだけど
私、実際に自分の目で見ないと信じないタチなの",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,2,Muge
0,,"うーん――
あっ、それじゃこんなのはどう？",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,3,Muge
0,,"<STG 462>の奥に《<STG 463>》っていう
立派な建物があるんだけどね
そこにすごく強い魔物が出るんだって",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,4,Muge
0,,"――とっても強い覚者さまなら
一度も倒れずに、その魔物を
やっつけることなんて楽勝で出来るよね？",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,5,Muge
0,,"<STG 462>の奥に《<STG 463>》っていう
立派な建物があるんだけどね
そこに出るすごく強い魔物を
一度も倒れずにやっつけてきてほしいの",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,6,Muge
0,,"勘違いしないでほしいんだけど
私、覚者さまに守ってもらいたくて
こんな依頼をしてるわけじゃないんだからね",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,7,Muge
0,,"こう見えて私、最前線で戦ってきたんだから
今回の依頼は――そうね
覚者さまへの興味、ってところかな",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,8,Muge
0,,"えーっ！　ホントに楽勝で
魔物を倒してきちゃったの？",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,9,Muge
0,,"あはは、ごめんごめん
もちろん覚者さまのこと、信じてたよ",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,10,Muge
0,,"それに試すようなマネしてごめんね
――覚者さまが、あの醜いオークから
アッカーシェランを守れる人かどうか
知っておきたかったからさ",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,11,Muge
0,,"急なお願いを聞いてくれてありがとう
これからも私たちのこと、よろしくね！",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,12,Muge
0,,"あはは、やっぱり覚者さまといえど
楽勝とはいかなかったみたいだね",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,13,Muge
0,,"だけど今回はたまたま
うまくいかなかっただけだよね
――覚者さまは、今までどんな困難も
乗り越えてきたってこと、私、知ってるよ",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,14,Muge
0,,"急なお願いを聞いてくれてありがとう
覚者さまには期待してるからね！",,ui\00_message\quest\q22018044.gmd,\quest\q22018044.arc,q22018044.arc,15,Muge
0,,"俺はかれこれ２０年以上
門衛として、ここでこの門を見張り守ってきた",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,0,Demir
0,,"メガドが陥落してからというもの
生きる希望を失った心地だったが
こうして再びこの場所に戻ってくることができて
改めて気が引き締まる思いだ",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,1,Demir
0,,"俺は門衛という仕事に誇りを持っている
だがそれゆえに、受け入れねばならぬ
不自由さもあるのだ",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,2,Demir
0,,ひらたく言うと――だ,,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,3,Demir
0,,"覚者殿、何か飲む物は持っていないだろうか
喉が渇いて仕方がないのだが、門衛の仕事を
放り出して水を飲みに行くことなど
自分にはできないのだ",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,4,Demir
0,,"あるいは《<QDEL NAME 0 3>》があれば
手持ちの生水を浄水化して飲める形にできる
もし持っているのなら、＜<QDEL NUM 0 3>＞つほど
分けてもらえると助かるのだが――",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,5,Demir
0,,"覚者殿、《<QDEL NAME 0 3>》を持っていたら
＜<QDEL NUM 0 3>＞つほど分けてもらえるとありがたい",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,6,Demir
0,,"喉が渇いて仕方がないのだが、門衛の仕事を
放り出して水を飲みに行くことなど自分にはできず
ほとほと困り果てていたのだ",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,7,Demir
0,,"ここに来る途中で汲んできた生水があるので
これを浄水化して、喉の渇きを潤そうと考えている
覚者殿だけが頼りだ、どうかお願いする",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,8,Demir
0,,"おお、これはありがたい
それではさっそく生水を浄水化して――
ゴクッ――ゴクッ――",,ui\00_message\quest\q22018045.gmd,\quest\q22018045.arc,q22018045.arc,9,Demir
