0,,"さすが覚者だな
実は、俺、中にいる魔物の正体を
知ってたんだ――",,ui\00_message\quest\q20050005.gmd,\quest\q20050005.arc,q20050005.arc,12,White Knight
0,,"白騎団じゃ無理だと思ったが
それを認めるのもイヤだし――
だが、どうにかしないと村が
危ないのも知っていたし――",,ui\00_message\quest\q20050005.gmd,\quest\q20050005.arc,q20050005.arc,13,White Knight
0,,"まあ、とにかく悪かった
そして、ありがとう
君は強いよ、うん",,ui\00_message\quest\q20050005.gmd,\quest\q20050005.arc,q20050005.arc,14,White Knight
0,,どうした？　意外と手こずっているようだな,,ui\00_message\quest\q20050005.gmd,\quest\q20050005.arc,q20050005.arc,15,White Knight
0,,"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,0,Emerada
0,,"薬の調合に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると嬉しいわ",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,1,Emerada
0,,"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,2,Emerada
0,,"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,3,Emerada
0,,"薬の調合に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると嬉しいわ",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,4,Emerada
0,,"ちょっと手にいれづらい品だけれど
あなたならきっとできるわよね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,5,Emerada
0,,"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,6,Emerada
0,,"いいところにきたわね
ふふ、じゃぁあなたにお願いしようかしら",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,7,Emerada
0,,"魔術の研究に必要な品を
ついうっかり切らしてしまったの
手に入れてきてくれると助かるわ",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,8,Emerada
0,,"珍しい貴重な品だからなかなか大変だと思うけれど
あなたならきっとできるわよね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,9,Emerada
0,,"もちろんタダじゃないわよ
ご褒美の内容はあなたの働きシ、ダ、イ、ね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,10,Emerada
0,,あらぁ、もう持ってきてくれたの？,,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,11,Emerada
0,,"思ったより頑張ってくれたわね
じゃぁご褒美よ――",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,12,Emerada
0,,ふふ、またいらっしゃい,,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,13,Emerada
0,,あらぁすごいわね、もう持ってきてくれたの？,,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,14,Emerada
0,,"思ったより頑張ってくれたわね
じゃぁご褒美よ――",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,15,Emerada
0,,"あなたって見かけによらず頼りがいあるじゃない
ふふ、またいらっしゃい",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,16,Emerada
0,,あらぁすごいわね、もう持ってきてくれたの？,,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,17,Emerada
0,,思ったより頑張ってくれたわね,,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,18,Emerada
0,,"あっと、いけない
もうひとつ必要な物を忘れていたわ
――ついでだからお願いできる？",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,19,Emerada
0,,"ありがとう、本当におつかれさま
ゆっくり休んでいってね",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,20,Emerada
0,,"今度から困った時は
あなたにお願いさせてもらうわ、ふふふ",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,21,Emerada
0,,"例のもの、まだ手に入らない？
他の人に頼んだ方がよかったかしら――",,ui\00_message\quest\q20050006.gmd,\quest\q20050006.arc,q20050006.arc,22,Emerada
0,,"ミスリウの森の東に、《古の祭祀場》という
遺跡がある事はご存知ですか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,0,Alma
0,,"いつ建てられた物か判らず
祭祀場という名前も私たちの祖先が
名付けた物なのですが――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,1,Alma
0,,"付近に魔物が集まりやすいようなのです
それが、更なる魔物を呼び寄せてしまうと
私たちは危惧しています",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,2,Alma
0,,"お願いでございます
祭祀場の周辺に集まる魔物を
退治していただけないでしょうか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,3,Alma
0,,"ミスリウの森の東に、《古の祭祀場》という
遺跡がある事はご存知ですか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,4,Alma
0,,"いつ建てられた物か判らず
祭祀場という名前も私たちの祖先が
名付けた物なのですが――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,5,Alma
0,,"付近に魔物が集まりやすいようなのです
それが、更なる魔物を呼び寄せ
今は普段は見かけない恐ろしい魔物が
集まっていると聞いております",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,6,Alma
0,,"お願いでございます
祭祀場の周辺に集まった恐ろしい魔物を
退治していただけないでしょうか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,7,Alma
0,,"ミスリウの森の東に、《古の祭祀場》という
遺跡がある事はご存知ですか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,8,Alma
0,,"いつ建てられた物か判らず
祭祀場という名前も私たちの祖先が
名付けた物なのですが――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,9,Alma
0,,"付近に魔物が集まりやすいようなのです
それが、更なる魔物を呼び寄せ
今は普段は見かけない恐ろしい凶暴な魔物が
集まっていると聞いております",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,10,Alma
0,,"お願いでございます
祭祀場の周辺に集まった恐ろしい凶暴な魔物を
退治していただけないでしょうか？",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,11,Alma
0,,"祭祀場の周辺から不穏な気配が去ったようです
ひと時とはいえ、これで平穏を得る事ができました",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,12,Alma
0,,"ありがとうございます、覚者さま
白竜さまのご加護が常にあらんことを――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,13,Alma
0,,"祭祀場の周辺から禍々しい気配が去ったようです
ひと時とはいえ、これで平穏を得る事ができました",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,14,Alma
0,,"ありがとうございます、覚者さま
白竜さまのご加護が常にあらんことを――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,15,Alma
0,,"祭祀場の周辺から邪悪な気配が去ったようです
ひと時とはいえ、これで平穏を得る事ができました",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,16,Alma
0,,"ありがとうございます、覚者さま
白竜さまのご加護が常にあらんことを――",,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,17,Alma
0,,覚者さま、どうかお気をつけください,,ui\00_message\quest\q20050007.gmd,\quest\q20050007.arc,q20050007.arc,18,Alma
0,,"ふはははは、見たまえ
この辺りの古木は、実に素晴らしい！",,ui\00_message\quest\q20050008.gmd,\quest\q20050008.arc,q20050008.arc,0,August
0,,"――何が、だと？
決まっておる！",,ui\00_message\quest\q20050008.gmd,\quest\q20050008.arc,q20050008.arc,1,August
0,,"茸や香草など、様々な食材を育む
偉大な依り代となっておるではないか",,ui\00_message\quest\q20050008.gmd,\quest\q20050008.arc,q20050008.arc,2,August
0,,"という訳で、お前には調査をしてもらおう
木の様子を調べ、異常があれば報告するのだ
しかと頼んだぞ",,ui\00_message\quest\q20050008.gmd,\quest\q20050008.arc,q20050008.arc,3,August
