#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex,,
2,q21017023_00_619,"<NAME AREA>のエリアマスターは
覚者へ相談したい事があるらしい",,ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,2
3,q21017023_00_619,"デーモンが現れたころから、
よく採れるようになった素材は少なくない――
村の奴らは不吉だから近付くな、とか言ってるけど
そんなもの高く売っ払って、村の糧にすればいい
利用できるものは利用してやらなくちゃな",,ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,3
7,q21017023_00_1233,エリアマスターに《<SQDI NAME>》を＜<SQDI NUM>＞つ納品する,Deliver <SQDI NAME> x<SQDI NUM> to the Area Master,ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,7
5,q21017023_00_1236,＜曇天＞時に依頼者から詳細を聞く,"Inquire details from the requester during
""Cloudy"" weather",ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,5
4,q21017023_00_1249,＜曇天＞時にパーティメンバーを拠点内に集める,"Gather party members in the camp during ""Cloudy""
weather",ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,4
6,q21017023_00_1262,＜曇天＞の間に<AREA 17>で《<SQDI NAME>》を採取し＜<SQDI NUM>＞つ納品する,"Obtain <SQDI NAME> x<SQDI NUM> at <AREA 17>
during ""Cloudy"" weather",ui\00_message\quest_info\q21017023_00.gmd,\quest\q21017023.arc,q21017023.arc,6
0,q21017024_00_620,【竜力の扉】招かれざる侵翼,,ui\00_message\quest_info\q21017024_00.gmd,\quest\q21017024.arc,q21017024.arc,0
1,q21017024_00_620,"【危険区域クエスト】
ダンジョン内の危険区域へ繋がる扉の鍵を作り
凶悪な魔物を討伐する",,ui\00_message\quest_info\q21017024_00.gmd,\quest\q21017024.arc,q21017024.arc,1
2,q21017024_00_620,"<NAME AREA>のダンジョン内部は、特別な
鍵を持った者だけが入れる場所があるらしい",,ui\00_message\quest_info\q21017024_00.gmd,\quest\q21017024.arc,q21017024.arc,2
3,q21017024_00_620,"な、なんであの魔物がキンガルに――
くそ！　キンガルに派遣されたから
侵食の脅威からは離れられると思ったのに！
あいつを倒せば実力向上は必至だって――？
そんなの、俺には関係ないね！",,ui\00_message\quest_info\q21017024_00.gmd,\quest\q21017024.arc,q21017024.arc,3
4,q21017024_00_1170,遭遇した凶悪な魔物を討伐する,Defeat the encountered fiendish demons,ui\00_message\quest_info\q21017024_00.gmd,\quest\q21017024.arc,q21017024.arc,4
0,q22018000_00_640,弱り目に盗み目,,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,0
1,q22018000_00_640,"【敵群討伐クエスト】
依頼者から話を聞き
敵の群れを討伐する",,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,1
2,q22018000_00_640,"<NAME AREA>からの報告によると
魔物の勢力が一時的に増し、危険な状況にあるという",,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,2
3,q22018000_00_640,"この戦時下じゃ、食料は一番の貴重品だ
なのに、ネズミやら魔物やらオークやら
こっそり忍び込んではくすねて行きやがる
戦いは、戦場だけじゃねえ
台所でも起きてるってことなのさ",,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,3
10,q22018000_00_1169,依頼者に報告する,Report to the requester,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,10
4,q22018000_00_1222,指定された場所で魔物の群れを探す(残り３),,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,4
6,q22018000_00_1223,残る魔物の群れを探す(残り２),,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,6
8,q22018000_00_1224,残る魔物の群れを探す(残り１),,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,8
5,q22018000_00_1225,遭遇した魔物群を討伐する,Defeat the encountered demon group,ui\00_message\quest_info\q22018000_00.gmd,\quest\q22018000.arc,q22018000.arc,5
